participant_id,c_wpu,c_pret,c_form,line,groupstatus,gesture_rep,gesture_all
102,1,1,NA,NA,TD,0,0
102,1,1,NA,NA,TD,0,0
102,8,1,NA,NA,TD,0,0
102,17,1,NA,NA,TD,0,0
102,1,1,NA,NA,TD,0,0
102,7,1,palm,NA,TD,0,1
102,3,1,NA,NA,TD,0,0
102,1,1,NA,NA,TD,0,0
102,7,1,NA,NA,TD,0,0
102,5,1,NA,NA,TD,0,0
102,5,1,NA,NA,TD,0,0
102,12,1,NA,NA,TD,0,0
102,7,1,NA,NA,TD,0,0
102,7,1,NA,NA,TD,0,0
102,4,1,NA,NA,TD,0,0
102,6,1,NA,NA,TD,0,0
102,4,1,NA,NA,TD,0,0
102,14,1,NA,NA,TD,0,0
102,6,1,NA,NA,TD,0,0
102,6,1,NA,NA,TD,0,0
102,6,1,NA,NA,TD,0,0
102,8,1,NA,NA,TD,0,0
102,10,1,NA,NA,TD,0,0
102,4,1,NA,NA,TD,0,0
102,1,1,NA,NA,TD,0,0
102,8,1,NA,NA,TD,0,0
102,21,1,NA,NA,TD,0,0
102,1,1,NA,NA,TD,0,0
102,12,1,NA,NA,TD,0,0
102,6,1,NA,NA,TD,0,0
102,5,1,NA,NA,TD,0,0
102,5,1,NA,NA,TD,0,0
102,6,1,NA,NA,TD,0,0
102,1,1,point,NA,TD,0,1
102,4,1,NA,NA,TD,0,0
102,9,1,NA,NA,TD,0,0
102,10,1,NA,NA,TD,0,0
102,6,1,NA,NA,TD,0,0
102,6,1,NA,NA,TD,0,0
102,6,1,NA,NA,TD,0,0
102,11,1,NA,NA,TD,0,0
102,3,1,NA,NA,TD,0,0
102,7,1,NA,NA,TD,0,0
103,5,1,NA,NA,TD,0,0
103,1,1,NA,NA,TD,0,0
103,4,1,NA,NA,TD,0,0
103,3,1,NA,NA,TD,0,0
103,1,1,NA,NA,TD,0,0
103,2,1,NA,NA,TD,0,0
103,4,1,NA,NA,TD,0,0
103,4,1,NA,NA,TD,0,0
103,5,1,NA,NA,TD,0,0
103,4,1,NA,NA,TD,0,0
103,4,1,hold,NA,TD,0,1
103,1,1,NA,NA,TD,0,0
103,6,1,NA,NA,TD,0,0
103,3,1,NA,NA,TD,0,0
103,1,1,NA,NA,TD,0,0
103,2,1,NA,NA,TD,0,0
103,7,1,NA,NA,TD,0,0
103,3,1,NA,NA,TD,0,0
103,5,1,NA,NA,TD,0,0
103,6,1,NA,NA,TD,0,0
103,5,1,NA,NA,TD,0,0
103,4,1,NA,NA,TD,0,0
103,7,1,NA,NA,TD,0,0
103,6,1,NA,NA,TD,0,0
103,3,1,NA,NA,TD,0,0
103,6,1,NA,NA,TD,0,0
103,10,1,NA,NA,TD,0,0
103,2,1,NA,NA,TD,0,0
103,1,1,NA,NA,TD,0,0
103,1,1,NA,NA,TD,0,0
103,1,1,NA,NA,TD,0,0
103,10,1,NA,NA,TD,0,0
103,4,1,NA,NA,TD,0,0
103,4,1,NA,NA,TD,0,0
103,5,1,NA,NA,TD,0,0
103,2,1,NA,NA,TD,0,0
103,8,1,NA,NA,TD,0,0
103,5,1,NA,NA,TD,0,0
103,2,1,NA,NA,TD,0,0
103,1,1,NA,NA,TD,0,0
103,1,1,NA,NA,TD,0,0
103,4,1,NA,NA,TD,0,0
103,2,1,shake,NA,TD,0,1
103,5,1,NA,NA,TD,0,0
103,4,1,NA,NA,TD,0,0
103,7,1,NA,NA,TD,0,0
103,6,1,NA,NA,TD,0,0
103,1,1,NA,NA,TD,0,0
103,3,1,NA,NA,TD,0,0
103,2,1,NA,NA,TD,0,0
103,3,1,NA,NA,TD,0,0
103,1,1,NA,NA,TD,0,0
103,1,1,NA,NA,TD,0,0
103,1,1,NA,NA,TD,0,0
103,2,1,NA,NA,TD,0,0
103,1,1,NA,NA,TD,0,0
103,4,1,NA,NA,TD,0,0
103,1,1,NA,NA,TD,0,0
103,6,1,NA,NA,TD,0,0
103,11,1,NA,NA,TD,0,0
103,1,1,NA,NA,TD,0,0
103,5,1,NA,NA,TD,0,0
103,4,1,point,NA,TD,0,1
103,1,1,NA,NA,TD,0,0
103,7,1,NA,NA,TD,0,0
103,5,1,NA,NA,TD,0,0
103,6,1,NA,NA,TD,0,0
103,3,1,point,NA,TD,0,1
103,4,1,NA,NA,TD,0,0
103,1,1,NA,NA,TD,0,0
103,6,1,hold,NA,TD,0,1
103,6,1,point,NA,TD,0,1
103,2,1,NA,NA,TD,0,0
103,3,1,NA,NA,TD,0,0
103,6,1,NA,NA,TD,0,0
103,6,1,NA,NA,TD,0,0
103,4,1,NA,NA,TD,0,0
103,18,1,iconic,NA,TD,1,1
103,5,1,NA,NA,TD,0,0
103,4,1,NA,NA,TD,0,0
103,1,1,NA,NA,TD,0,0
103,2,1,NA,NA,TD,0,0
103,3,1,NA,NA,TD,0,0
103,3,1,NA,NA,TD,0,0
103,2,1,NA,NA,TD,0,0
103,9,1,NA,NA,TD,0,0
103,4,1,NA,NA,TD,0,0
103,11,1,NA,NA,TD,0,0
103,5,1,NA,NA,TD,0,0
103,6,1,NA,NA,TD,0,0
103,5,1,NA,NA,TD,0,0
103,4,1,NA,NA,TD,0,0
103,5,1,NA,NA,TD,0,0
103,4,1,NA,NA,TD,0,0
103,3,1,NA,NA,TD,0,0
103,5,1,NA,NA,TD,0,0
103,1,1,NA,NA,TD,0,0
103,2,1,NA,NA,TD,0,0
103,2,1,NA,NA,TD,0,0
103,2,1,NA,NA,TD,0,0
103,2,1,NA,NA,TD,0,0
103,3,1,NA,NA,TD,0,0
103,7,1,NA,NA,TD,0,0
103,5,1,NA,NA,TD,0,0
103,9,1,NA,NA,TD,0,0
103,4,1,hero fist,NA,TD,0,1
103,1,1,hero fist,NA,TD,0,1
103,1,1,hero fist,NA,TD,0,1
103,1,1,hero fist,NA,TD,0,1
106,4,1,NA,NA,TD,0,0
106,2,1,NA,NA,TD,0,0
106,4,1,NA,NA,TD,0,0
106,1,1,NA,NA,TD,0,0
106,5,1,NA,NA,TD,0,0
106,1,1,NA,NA,TD,0,0
106,1,1,NA,NA,TD,0,0
106,3,1,NA,NA,TD,0,0
106,8,1,NA,NA,TD,0,0
106,1,1,NA,NA,TD,0,0
106,1,1,NA,NA,TD,0,0
106,2,1,point,NA,TD,0,1
106,5,1,point~,NA,TD,0,1
106,1,1,NA,NA,TD,0,0
106,4,1,NA,NA,TD,0,0
106,7,1,NA,NA,TD,0,0
106,7,1,NA,NA,TD,0,0
106,1,1,NA,NA,TD,0,0
106,1,1,NA,NA,TD,0,0
22,8,1,NA,NA,TD,0,0
22,1,1,NA,NA,TD,0,0
22,9,1,NA,NA,TD,0,0
22,3,1,NA,NA,TD,0,0
22,9,1,NA,NA,TD,0,0
22,4,1,NA,NA,TD,0,0
22,1,1,shake,NA,TD,0,1
22,13,1,iconic,NA,TD,1,1
22,4,1,NA,NA,TD,0,0
28,1,1,NA,NA,TD,0,0
28,2,1,NA,NA,TD,0,0
28,11,1,NA,NA,TD,0,0
28,0,1,NA,NA,TD,0,0
28,5,1,NA,NA,TD,0,0
28,14,1,NA,NA,TD,0,0
28,6,1,hold,NA,TD,0,1
28,5,1,NA,NA,TD,0,0
28,3,1,NA,NA,TD,0,0
28,1,1,NA,NA,TD,0,0
28,1,1,NA,NA,TD,0,0
28,5,1,NA,NA,TD,0,0
28,6,1,NA,NA,TD,0,0
28,5,1,palm,NA,TD,0,1
28,5,1,palm,NA,TD,0,1
28,6,1,demo,NA,TD,1,1
37,4,1,NA,NA,TD,0,0
37,2,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,5,1,NA,NA,TD,0,0
37,5,1,NA,NA,TD,0,0
37,7,1,NA,NA,TD,0,0
37,6,1,NA,NA,TD,0,0
37,10,1,NA,NA,TD,0,0
37,15,1,NA,NA,TD,0,0
37,6,1,NA,NA,TD,0,0
37,2,1,NA,NA,TD,0,0
37,2,1,NA,NA,TD,0,0
37,2,1,NA,NA,TD,0,0
37,3,1,NA,NA,TD,0,0
37,1,1,NA,NA,TD,0,0
37,5,1,NA,NA,TD,0,0
37,5,1,point,NA,TD,0,1
37,3,1,NA,NA,TD,0,0
37,5,1,NA,NA,TD,0,0
37,5,1,NA,NA,TD,0,0
37,3,1,NA,NA,TD,0,0
37,5,1,NA,NA,TD,0,0
37,3,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,6,1,NA,NA,TD,0,0
37,6,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,1,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,3,1,NA,NA,TD,0,0
37,2,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,2,1,NA,NA,TD,0,0
37,8,1,NA,NA,TD,0,0
37,1,1,NA,NA,TD,0,0
37,3,1,NA,NA,TD,0,0
37,3,1,NA,NA,TD,0,0
37,3,1,NA,NA,TD,0,0
37,5,1,NA,NA,TD,0,0
37,5,1,NA,NA,TD,0,0
37,7,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,6,1,NA,NA,TD,0,0
37,6,1,NA,NA,TD,0,0
37,3,1,NA,NA,TD,0,0
37,21,1,NA,NA,TD,0,0
37,3,1,NA,NA,TD,0,0
37,3,1,NA,NA,TD,0,0
37,5,1,NA,NA,TD,0,0
37,5,1,NA,NA,TD,0,0
37,6,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,5,1,NA,NA,TD,0,0
37,5,1,NA,NA,TD,0,0
37,2,1,NA,NA,TD,0,0
37,7,1,NA,NA,TD,0,0
37,7,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,2,1,NA,NA,TD,0,0
37,3,1,NA,NA,TD,0,0
37,5,1,NA,NA,TD,0,0
37,7,1,NA,NA,TD,0,0
37,1,1,NA,NA,TD,0,0
37,2,1,NA,NA,TD,0,0
37,1,1,NA,NA,TD,0,0
37,7,1,NA,NA,TD,0,0
37,2,1,point,NA,TD,0,1
37,2,1,NA,NA,TD,0,0
37,2,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,6,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,5,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,2,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,3,1,NA,NA,TD,0,0
37,6,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,5,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,5,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
37,4,1,NA,NA,TD,0,0
38,3,1,NA,NA,TD,0,0
38,5,1,NA,NA,TD,0,0
38,7,1,NA,NA,TD,0,0
38,5,1,NA,NA,TD,0,0
38,6,1,NA,NA,TD,0,0
38,10,1,NA,NA,TD,0,0
38,6,1,shake,NA,TD,0,1
38,7,1,NA,NA,TD,0,0
38,5,1,NA,NA,TD,0,0
38,6,1,NA,NA,TD,0,0
38,9,1,NA,NA,TD,0,0
38,7,1,NA,NA,TD,0,0
38,1,1,NA,NA,TD,0,0
38,4,1,NA,NA,TD,0,0
38,7,1,NA,NA,TD,0,0
38,3,1,NA,NA,TD,0,0
38,5,1,NA,NA,TD,0,0
38,3,1,NA,NA,TD,0,0
38,1,1,NA,NA,TD,0,0
38,3,1,NA,NA,TD,0,0
38,11,1,NA,NA,TD,0,0
38,8,1,NA,NA,TD,0,0
38,6,1,NA,NA,TD,0,0
38,1,1,NA,NA,TD,0,0
38,2,1,NA,NA,TD,0,0
38,2,1,NA,NA,TD,0,0
38,7,1,NA,NA,TD,0,0
38,6,1,NA,NA,TD,0,0
38,7,1,NA,NA,TD,0,0
38,7,1,NA,NA,TD,0,0
38,5,1,NA,NA,TD,0,0
38,3,1,NA,NA,TD,0,0
38,7,1,NA,NA,TD,0,0
38,3,1,NA,NA,TD,0,0
38,2,1,NA,NA,TD,0,0
38,8,1,NA,NA,TD,0,0
38,3,1,NA,NA,TD,0,0
38,1,1,NA,NA,TD,0,0
38,1,1,NA,NA,TD,0,0
38,1,1,NA,NA,TD,0,0
38,3,1,NA,NA,TD,0,0
38,1,1,NA,NA,TD,0,0
38,3,1,NA,NA,TD,0,0
38,1,1,NA,NA,TD,0,0
38,1,1,NA,NA,TD,0,0
38,3,1,NA,NA,TD,0,0
38,1,1,NA,NA,TD,0,0
38,1,1,NA,NA,TD,0,0
38,3,1,NA,NA,TD,0,0
38,1,1,NA,NA,TD,0,0
38,1,1,NA,NA,TD,0,0
38,1,1,NA,NA,TD,0,0
38,4,1,NA,NA,TD,0,0
38,3,1,NA,NA,TD,0,0
38,4,1,NA,NA,TD,0,0
38,7,1,NA,NA,TD,0,0
38,7,1,NA,NA,TD,0,0
38,4,1,hold,NA,TD,0,1
38,6,1,NA,NA,TD,0,0
38,5,1,NA,NA,TD,0,0
38,4,1,NA,NA,TD,0,0
38,10,1,NA,NA,TD,0,0
38,4,1,NA,NA,TD,0,0
38,3,1,NA,NA,TD,0,0
43,24,1,NA,NA,TD,0,0
43,2,1,NA,NA,TD,0,0
43,4,1,NA,NA,TD,0,0
43,14,1,NA,NA,TD,0,0
43,9,1,NA,NA,TD,0,0
43,6,1,oh my,NA,TD,0,1
43,7,1,oh my~,NA,TD,0,1
43,4,1,NA,NA,TD,0,0
43,3,1,NA,NA,TD,0,0
43,7,1,NA,NA,TD,0,0
43,6,1,NA,NA,TD,0,0
43,1,1,NA,NA,TD,0,0
43,2,1,NA,NA,TD,0,0
43,1,1,NA,NA,TD,0,0
44,3,1,NA,NA,TD,0,0
44,2,1,NA,NA,TD,0,0
44,1,1,NA,NA,TD,0,0
45,1,1,point,NA,TD,0,1
45,6,1,point,NA,TD,0,1
45,1,1,NA,NA,TD,0,0
45,1,1,NA,NA,TD,0,0
45,3,1,NA,NA,TD,0,0
45,7,1,flip,NA,TD,0,1
45,2,1,NA,NA,TD,0,0
45,6,1,NA,NA,TD,0,0
45,4,1,NA,NA,TD,0,0
45,9,1,NA,NA,TD,0,0
45,1,1,NA,NA,TD,0,0
45,3,1,NA,NA,TD,0,0
45,6,1,NA,NA,TD,0,0
45,10,1,?,NA,TD,0,1
45,1,1,nod,NA,TD,0,1
45,5,1,metaphoric,NA,TD,1,1
45,10,1,NA,NA,TD,0,0
45,1,1,NA,NA,TD,0,0
45,4,1,point,NA,TD,0,1
45,5,1,NA,NA,TD,0,0
45,6,1,NA,NA,TD,0,0
45,6,1,NA,NA,TD,0,0
45,7,1,NA,NA,TD,0,0
45,5,1,NA,NA,TD,0,0
45,5,1,NA,NA,TD,0,0
45,10,1,NA,NA,TD,0,0
45,6,1,NA,NA,TD,0,0
45,2,1,NA,NA,TD,0,0
45,1,1,NA,NA,TD,0,0
45,7,1,NA,NA,TD,0,0
45,7,1,NA,NA,TD,0,0
45,1,1,NA,NA,TD,0,0
45,6,1,point,NA,TD,0,1
45,2,1,point,NA,TD,0,1
45,5,1,NA,NA,TD,0,0
45,6,1,NA,NA,TD,0,0
45,1,1,NA,NA,TD,0,0
45,2,1,NA,NA,TD,0,0
45,3,1,hold,NA,TD,0,1
45,3,1,NA,NA,TD,0,0
45,3,1,NA,NA,TD,0,0
45,3,1,NA,NA,TD,0,0
45,4,1,NA,NA,TD,0,0
45,1,1,NA,NA,TD,0,0
45,2,1,NA,NA,TD,0,0
45,5,1,NA,NA,TD,0,0
45,4,1,NA,NA,TD,0,0
45,1,1,NA,NA,TD,0,0
45,1,1,NA,NA,TD,0,0
45,1,1,nod,NA,TD,0,1
45,5,1,NA,NA,TD,0,0
45,9,1,NA,NA,TD,0,0
45,7,1,NA,NA,TD,0,0
45,6,1,NA,NA,TD,0,0
45,5,1,NA,NA,TD,0,0
45,5,1,NA,NA,TD,0,0
45,8,1,NA,NA,TD,0,0
45,6,1,NA,NA,TD,0,0
45,5,1,NA,NA,TD,0,0
45,3,1,NA,NA,TD,0,0
45,6,1,NA,NA,TD,0,0
45,5,1,NA,NA,TD,0,0
45,13,1,palm - point,NA,TD,0,1
45,2,1,NA,NA,TD,0,0
45,1,1,NA,NA,TD,0,0
45,5,1,NA,NA,TD,0,0
45,1,1,NA,NA,TD,0,0
45,6,1,NA,NA,TD,0,0
45,5,1,NA,NA,TD,0,0
54,1,1,NA,NA,TD,0,0
54,1,1,NA,NA,TD,0,0
54,1,1,NA,NA,TD,0,0
54,3,1,NA,NA,TD,0,0
54,3,1,NA,NA,TD,0,0
58,5,1,NA,NA,TD,0,0
58,20,1,NA,NA,TD,0,0
58,8,1,NA,NA,TD,0,0
58,3,1,NA,NA,TD,0,0
58,3,1,NA,NA,TD,0,0
58,3,1,NA,NA,TD,0,0
58,3,1,NA,NA,TD,0,0
58,8,1,NA,NA,TD,0,0
58,2,1,NA,NA,TD,0,0
58,2,1,NA,NA,TD,0,0
58,2,1,NA,NA,TD,0,0
58,2,1,NA,NA,TD,0,0
58,3,1,NA,NA,TD,0,0
58,2,1,NA,NA,TD,0,0
58,1,1,NA,NA,TD,0,0
58,6,1,NA,NA,TD,0,0
58,2,1,NA,NA,TD,0,0
58,3,1,NA,NA,TD,0,0
58,3,1,NA,NA,TD,0,0
58,6,1,NA,NA,TD,0,0
58,2,1,NA,NA,TD,0,0
58,3,1,NA,NA,TD,0,0
58,10,1,NA,NA,TD,0,0
61,5,1,NA,NA,TD,0,0
61,4,1,NA,NA,TD,0,0
61,2,1,NA,NA,TD,0,0
61,1,1,NA,NA,TD,0,0
61,2,1,NA,NA,TD,0,0
61,3,1,NA,NA,TD,0,0
75,4,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,5,1,NA,NA,TD,0,0
75,7,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,1,1,iconic~,NA,TD,1,1
75,2,1,iconic~,NA,TD,1,1
75,2,1,iconic~,NA,TD,1,1
75,2,1,NA,NA,TD,0,0
75,4,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,2,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,2,1,NA,NA,TD,0,0
75,3,1,NA,NA,TD,0,0
75,2,1,NA,NA,TD,0,0
75,6,1,NA,NA,TD,0,0
75,3,1,NA,NA,TD,0,0
75,3,1,NA,NA,TD,0,0
75,2,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,2,1,NA,NA,TD,0,0
75,2,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,2,1,NA,NA,TD,0,0
75,2,1,NA,NA,TD,0,0
75,3,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,5,1,NA,NA,TD,0,0
75,3,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,5,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,7,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,3,1,NA,NA,TD,0,0
75,3,1,NA,NA,TD,0,0
75,2,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,4,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,8,1,NA,NA,TD,0,0
75,13,1,NA,NA,TD,0,0
75,3,1,NA,NA,TD,0,0
75,3,1,beat,NA,TD,0,1
75,4,1,NA,NA,TD,0,0
75,3,1,NA,NA,TD,0,0
75,7,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,5,1,NA,NA,TD,0,0
75,4,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,4,1,NA,NA,TD,0,0
75,4,1,NA,NA,TD,0,0
75,2,1,NA,NA,TD,0,0
75,2,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
75,5,1,NA,NA,TD,0,0
75,7,1,NA,NA,TD,0,0
75,2,1,NA,NA,TD,0,0
75,1,1,NA,NA,TD,0,0
84,1,1,NA,NA,TD,0,0
84,10,1,point - point,NA,TD,0,1
84,5,1,NA,NA,TD,0,0
84,3,1,flip,NA,TD,0,1
84,4,1,point,NA,TD,0,1
84,1,1,NA,NA,TD,0,0
84,1,1,NA,NA,TD,0,0
84,1,1,NA,NA,TD,0,0
84,1,1,NA,NA,TD,0,0
84,1,1,NA,NA,TD,0,0
84,1,1,NA,NA,TD,0,0
84,3,1,NA,NA,TD,0,0
84,1,1,NA,NA,TD,0,0
84,6,1,NA,NA,TD,0,0
84,1,1,NA,NA,TD,0,0
84,1,1,NA,NA,TD,0,0
84,3,1,NA,NA,TD,0,0
84,3,1,NA,NA,TD,0,0
84,3,1,NA,NA,TD,0,0
84,1,1,NA,NA,TD,0,0
84,1,1,NA,NA,TD,0,0
84,1,1,NA,NA,TD,0,0
84,5,1,NA,NA,TD,0,0
84,1,1,NA,NA,TD,0,0
84,2,1,NA,NA,TD,0,0
84,1,1,NA,NA,TD,0,0
84,3,1,NA,NA,TD,0,0
84,2,1,NA,NA,TD,0,0
84,1,1,NA,NA,TD,0,0
84,1,1,NA,NA,TD,0,0
84,5,1,NA,NA,TD,0,0
84,5,1,NA,NA,TD,0,0
84,1,1,NA,NA,TD,0,0
84,1,1,NA,NA,TD,0,0
84,5,1,NA,NA,TD,0,0
84,5,1,NA,NA,TD,0,0
84,1,1,NA,NA,TD,0,0
84,1,1,NA,NA,TD,0,0
84,3,1,NA,NA,TD,0,0
84,3,1,NA,NA,TD,0,0
